country_name,country_code,indicator_name,indicator_code,value,year
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.945,2011
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.735,2019
Equatorial Guinea,GNQ,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1.540958741,2014
Equatorial Guinea,GNQ,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,97.69075775,2010
Equatorial Guinea,GNQ,"Mortality caused by road traffic injury, female (per 100,000 female population)",SH.STA.TRAF.FE.P5,16.3,2002
Equatorial Guinea,GNQ,"Mortality caused by road traffic injury, male (per 100,000 male population)",SH.STA.TRAF.MA.P5,23.1,2006
Equatorial Guinea,GNQ,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1.9,2014
Equatorial Guinea,GNQ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,444.655,1964
Equatorial Guinea,GNQ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,309.6,2002
Equatorial Guinea,GNQ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,464.965,1976
Equatorial Guinea,GNQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,116.5,1995
Equatorial Guinea,GNQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,84.9,2008
Equatorial Guinea,GNQ,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,106.3,1996
Equatorial Guinea,GNQ,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,152.1,2001
Equatorial Guinea,GNQ,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,147.7,2002
Equatorial Guinea,GNQ,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,76.04987335,2017
Equatorial Guinea,GNQ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2.865264398,2015
Equatorial Guinea,GNQ,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,5.83367,2010
Equatorial Guinea,GNQ,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,7.670281818,2001
Equatorial Guinea,GNQ,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.545943636,2016
Equatorial Guinea,GNQ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,51.79044443,2001
Equatorial Guinea,GNQ,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,57.69923498,2003
Equatorial Guinea,GNQ,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,22.72182,2012
Equatorial Guinea,GNQ,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,16.62413265,1991
Equatorial Guinea,GNQ,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,15.85581369,1980
Equatorial Guinea,GNQ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.64908006,2000
Equatorial Guinea,GNQ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.95679749,2019
Equatorial Guinea,GNQ,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,38.88621169,1967
Equatorial Guinea,GNQ,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,37.25795198,2006
Equatorial Guinea,GNQ,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.96357842,1968
Equatorial Guinea,GNQ,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.3137892,1981
Equatorial Guinea,GNQ,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,12.34164833,1994
Equatorial Guinea,GNQ,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.96297639,2010
Equatorial Guinea,GNQ,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,11.49284129,1981
Equatorial Guinea,GNQ,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.21997066,1988
Equatorial Guinea,GNQ,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.860644221,1993
Equatorial Guinea,GNQ,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.841256535,1996
Equatorial Guinea,GNQ,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,54.1787363,1986
Equatorial Guinea,GNQ,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,52.81837985,1996
Equatorial Guinea,GNQ,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,56.31403538,2020
Equatorial Guinea,GNQ,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.438304483,2009
Equatorial Guinea,GNQ,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.176073873,2011
Equatorial Guinea,GNQ,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.078420345,2012
Equatorial Guinea,GNQ,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,10.1129101,2012
Equatorial Guinea,GNQ,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,8.076471335,1980
Equatorial Guinea,GNQ,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,11.48956789,2015
Equatorial Guinea,GNQ,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.451680379,1966
Equatorial Guinea,GNQ,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,8.444680014,2020
Equatorial Guinea,GNQ,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.770740831,1966
Equatorial Guinea,GNQ,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,8.257376068,2019
Equatorial Guinea,GNQ,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.108196525,1964
Equatorial Guinea,GNQ,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.370597713,1991
Equatorial Guinea,GNQ,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.234459106,2003
Equatorial Guinea,GNQ,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,4.301371005,1979
Equatorial Guinea,GNQ,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,4.258289422,1980
Equatorial Guinea,GNQ,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.565496021,2015
Equatorial Guinea,GNQ,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.606753921,1977
Equatorial Guinea,GNQ,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.480386276,1962
Equatorial Guinea,GNQ,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.343871303,1976
Equatorial Guinea,GNQ,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.315495016,2008
Equatorial Guinea,GNQ,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.996207859,1979
Equatorial Guinea,GNQ,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.86548914,1965
Equatorial Guinea,GNQ,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.567125224,2020
Equatorial Guinea,GNQ,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.123305829,1994
Equatorial Guinea,GNQ,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.45052308,2010
Equatorial Guinea,GNQ,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,4.795683885,1977
Equatorial Guinea,GNQ,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2.312677557,1963
Equatorial Guinea,GNQ,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.987417016,1984
Equatorial Guinea,GNQ,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.403837523,2007
Equatorial Guinea,GNQ,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.598302307,1992
Equatorial Guinea,GNQ,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.524556786,1978
Equatorial Guinea,GNQ,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.298329604,1993
Equatorial Guinea,GNQ,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.642875184,2016
Equatorial Guinea,GNQ,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.78129273,1994
Equatorial Guinea,GNQ,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.552254403,1981
Equatorial Guinea,GNQ,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.302500287,2006
Equatorial Guinea,GNQ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.32572314,1965
Equatorial Guinea,GNQ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,54.16636627,2009
Equatorial Guinea,GNQ,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,66.8,2015
Equatorial Guinea,GNQ,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,51.4,2012
Equatorial Guinea,GNQ,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,51.9,2006
Equatorial Guinea,GNQ,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,46.8,2013
Equatorial Guinea,GNQ,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,45.8,2015
Equatorial Guinea,GNQ,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,44.7,2018
Equatorial Guinea,GNQ,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.5,1995
Equatorial Guinea,GNQ,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.4,2004
Equatorial Guinea,GNQ,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,12.1,1983
Equatorial Guinea,GNQ,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,14.2,1989
Equatorial Guinea,GNQ,"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,6.7,1976
Equatorial Guinea,GNQ,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,1.1,2011
Equatorial Guinea,GNQ,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,36.1,2003
Equatorial Guinea,GNQ,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,5.9,2011
Equatorial Guinea,GNQ,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,10.7,1996
Equatorial Guinea,GNQ,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,12.4,2013
Equatorial Guinea,GNQ,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,11.4,2017
Equatorial Guinea,GNQ,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.595992603,1964
Equatorial Guinea,GNQ,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.198738481,2009
Equatorial Guinea,GNQ,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,68.93039703,2010
Equatorial Guinea,GNQ,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,20.10660934,1976
Equatorial Guinea,GNQ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.4,2001
Equatorial Guinea,GNQ,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,31.7027288,1966
Equatorial Guinea,GNQ,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,52.0612926,2008
Equatorial Guinea,GNQ,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,30.2137048,1975
Equatorial Guinea,GNQ,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,37.905231,1987
Equatorial Guinea,GNQ,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,40.1449454,1991
Equatorial Guinea,GNQ,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,8.06,1998
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.54,1994
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.42,2011
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.03,2018
Equatorial Guinea,GNQ,Urban population growth (annual %),SP.URB.GROW,-3.485474139,1975
Equatorial Guinea,GNQ,Urban population growth (annual %),SP.URB.GROW,4.34462608,2018
Equatorial Guinea,GNQ,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,49.8,2012
Eritrea,ERI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,116.168,1981
Eritrea,ERI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,111.9256,1990
Eritrea,ERI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,72.9266,2008
Eritrea,ERI,Age dependency ratio (% of working-age population),SP.POP.DPND,88.28165789,1972
Eritrea,ERI,Age dependency ratio (% of working-age population),SP.POP.DPND,89.97892091,1986
Eritrea,ERI,Age dependency ratio (% of working-age population),SP.POP.DPND,75.07924286,2008
Eritrea,ERI,"Age dependency ratio, old",SP.POP.DPND.OL,5.007580798,1963
Eritrea,ERI,"Age dependency ratio, old",SP.POP.DPND.OL,7.311401966,1997
Eritrea,ERI,"Age dependency ratio, young",SP.POP.DPND.YG,83.51434523,1977
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.58,1990
Eritrea,ERI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,96.51086426,2003
Eritrea,ERI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,31.68948936,2002
Eritrea,ERI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,13.33923817,2014
Eritrea,ERI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,24.88233757,2001
Eritrea,ERI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,12.53245449,2017
Eritrea,ERI,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,46.7,2002
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.837,1962
Eritrea,ERI,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,1.95,1990
Eritrea,ERI,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,2.51,1995
Eritrea,ERI,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,0.75,1996
Eritrea,ERI,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,22.93364147,2001
Eritrea,ERI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.99155005,2006
Eritrea,ERI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,55.216,2003
Eritrea,ERI,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2.693789432,2011
Mexico,MEX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.782,1987
Mexico,MEX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.737,2000
Mexico,MEX,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,12.07247734,2004
Mexico,MEX,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,10.71714306,2014
Mexico,MEX,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,219.6315308,2006
Mexico,MEX,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,312.3927612,2007
Mexico,MEX,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,497.306366,2015
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.294,2012
Mexico,MEX,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,0.57444185,2010
Mexico,MEX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.982,1997
Mexico,MEX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.999,2000
Mexico,MEX,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.133,1984
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.362,1970
Mexico,MEX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,89.63101959,2004
Mexico,MEX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,94.38394165,2010
Mexico,MEX,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,13.6,2016
Mexico,MEX,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,15.6,2018
Mexico,MEX,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.3,2012
Mexico,MEX,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.3,2018
Mexico,MEX,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,0.7,2013
Mexico,MEX,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,194.717,1973
Mexico,MEX,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,80.698,2014
Mexico,MEX,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,291.666,1968
Mexico,MEX,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,155.145,2007
Mexico,MEX,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,22.1,1999
Mexico,MEX,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,74.8,1973
Mexico,MEX,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,11.3,2003
Mexico,MEX,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,59.7,1984
Mexico,MEX,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,39.6,1991
Mexico,MEX,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,35.8,1993
Mexico,MEX,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,29.4,1997
Mexico,MEX,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2.2215,2006
Mexico,MEX,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,426.3648377,2013
Mexico,MEX,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,4.250585332,2000
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.90722972,2004
Mexico,MEX,"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS,87.72603776,2008
Mexico,MEX,"People using safely managed sanitation services, urban  (% of urban population)",SH.STA.SMSS.UR.ZS,35.28228314,2010
Mexico,MEX,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,79.78346547,2017
Mexico,MEX,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,14.00102645,1986
Mexico,MEX,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,11.91185953,1996
Mexico,MEX,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,46.107854,1962
Mexico,MEX,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.76748346,1980
Mexico,MEX,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.72177167,2003
Mexico,MEX,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,45.69987859,1963
Mexico,MEX,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,47.08868655,1969
Mexico,MEX,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,14.56195127,1985
Mexico,MEX,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.04473722,1998
Mexico,MEX,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.17407914,2005
Mexico,MEX,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,11.77203676,1997
Mexico,MEX,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.02273188,1960
Mexico,MEX,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,11.01110055,1981
Mexico,MEX,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.86259782,2013
Mexico,MEX,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.149703951,1971
Mexico,MEX,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.289087116,1984
Mexico,MEX,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.057628336,2005
Mexico,MEX,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.210240736,1971
Mexico,MEX,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,9.227720305,2001
Mexico,MEX,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,9.142289943,2016
Mexico,MEX,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.509369931,1969
Mexico,MEX,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.93942286,1988
Mexico,MEX,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,8.286090747,1992
Mexico,MEX,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.520752593,1964
Mexico,MEX,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.668001325,1969
Mexico,MEX,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,5.42200531,1979
Mexico,MEX,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.986740977,2007
Mexico,MEX,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.245908154,2017
Mexico,MEX,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.217392721,2019
Mexico,MEX,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.177481014,1989
Mexico,MEX,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.260668949,1999
Mexico,MEX,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.354531034,2000
Mexico,MEX,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.49840894,1969
Mexico,MEX,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,5.69734485,2016
Mexico,MEX,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,3.098676782,1962
Mexico,MEX,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.990859919,1982
Mexico,MEX,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.397639616,2000
Mexico,MEX,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.54671141,1984
Mexico,MEX,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.358355939,1987
Mexico,MEX,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.599456008,1997
Mexico,MEX,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.856119396,1966
Mexico,MEX,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.529072118,1976
Mexico,MEX,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.565914247,1978
Mexico,MEX,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.497709444,1985
Mexico,MEX,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2.063779297,2008
Mexico,MEX,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.687362384,2000
Mexico,MEX,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.890262422,2007
Mexico,MEX,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.398768027,1996
Mexico,MEX,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.474192707,2011
Mexico,MEX,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.237473269,2011
Mexico,MEX,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,1.135194901,1998
Mexico,MEX,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,1.780723839,2018
Mexico,MEX,Population growth (annual %),SP.POP.GROW,1.438140669,2010
Mexico,MEX,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,14.8,2017
Mexico,MEX,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,16.8,2010
Mexico,MEX,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,64.4,2015
Mexico,MEX,"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,64.6,2013
Mexico,MEX,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,14.1,2019
Mexico,MEX,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,2.8,2012
Mexico,MEX,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,104.0978394,2017
Mexico,MEX,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,1.6,2008
Mexico,MEX,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,4.4,2011
Mexico,MEX,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,1.4,2004
Mexico,MEX,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,1.1,2016
Mexico,MEX,"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.105649948,2011
Mexico,MEX,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,18.8,2009
Mexico,MEX,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.286152644,1990
Mexico,MEX,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,110.1711807,1999
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,48.44015121,1981
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,58.07146072,1986
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,85.93801117,2009
Mexico,MEX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,74.47299957,2001
Mexico,MEX,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,82.32134,2016
Mexico,MEX,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,82.50117,2017
Mexico,MEX,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,42.17736816,1976
Mexico,MEX,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,60.30395,2002
Mexico,MEX,"School enrollment, tertiary (% gross)",SE.TER.ENRR,14.97504997,1983
Mexico,MEX,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,17.0494709,1998
